# TOPAS/Geant4 C-12 stopping power in G4_BONE_COMPACT_ICRU (electronic dE/dx)
# Extracted via CarbonStoppingPowerNtuple / G4EmCalculator; not Bethe-Bloch development table.
energy_MeVu,stopping_power_MeV_per_mm
143.81,34.6548
143.91,34.6381
144.01,34.6214
144.11,34.6048
144.21,34.5882
144.31,34.5715
144.41,34.555
144.51,34.5384
144.61,34.5219
144.71,34.5053
144.81,34.4888
144.91,34.4724
145.01,34.4559
145.11,34.4395
145.21,34.4231
145.31,34.4067
145.41,34.3903
145.51,34.374
145.61,34.3577
145.71,34.3414
145.81,34.3251
145.91,34.3088
146.01,34.2926
146.11,34.2764
146.21,34.2602
146.31,34.244
146.41,34.2278
146.51,34.2117
146.61,34.1956
146.71,34.1795
146.81,34.1634
146.91,34.1474
147.01,34.1313
147.11,34.1153
147.21,34.0994
147.31,34.0834
147.41,34.0674
147.51,34.0515
147.61,34.0356
147.71,34.0197
147.81,34.0039
147.91,33.988
148.01,33.9722
148.11,33.9564
148.21,33.9406
148.31,33.9248
148.41,33.9091
148.51,33.8934
148.61,33.8777
148.71,33.862
148.81,33.8463
148.91,33.8307
149.01,33.8151
149.11,33.7995
149.21,33.7839
149.31,33.7683
149.41,33.7528
149.51,33.7373
149.61,33.7218
149.71,33.7063
149.81,33.6908
149.91,33.6754
150.01,33.6599
150.11,33.6445
150.21,33.6292
150.31,33.6138
150.41,33.5984
150.51,33.5831
150.61,33.5678
150.71,33.5525
150.81,33.5372
150.91,33.522
151.01,33.5068
151.11,33.4916
151.21,33.4764
151.31,33.4612
151.41,33.446
151.51,33.4309
151.61,33.4158
